Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
51693.0,1.07493350123947,-0.381580475042671,1.28518563858594,0.763750641684876,-1.09502882204625,0.337398832268386,-0.910159349232288,0.439347266299576,0.903625046971693,-0.0683363675072387,1.08698219023197,0.401801374512799,-1.74955065037909,0.159880948237545,-0.0816691453105571,0.0855634980036225,0.021673396693318,-0.0520904137444193,-0.175483665895812,-0.228482473837184,-0.016570583343479,0.057147063764315,0.091399279966088,0.227543767511566,0.067528934979095,0.321310807828205,0.0185145151379526,0.0127010715885863,11.5,0
79859.0,0.319657515350666,1.19554808620985,-0.29184050490267,1.44616349338386,-0.0130149776507619,-0.163216863981598,-0.940065104754214,-2.60460437050232,-0.403894517300526,-1.22279326493428,0.0521599664626214,-0.607604663856843,-1.66224505185511,-0.575655449098473,1.66433267713485,0.336038982356573,1.57198484664326,0.427067339200495,-0.660305515446462,0.515216252764183,-1.30902336182251,0.281779497986225,0.0114696687554866,-0.106272615824933,0.68936805955903,-0.198758648199155,0.0662528760208987,0.178349024438713,1.0,0
158816.0,-1.2806009850665,0.611141584606014,0.298222555844752,-1.30146574157705,1.87857505402556,-1.8042835220627,1.48215373495164,-0.460086417037133,-0.838057859528928,-0.978368104318538,-0.445103875457565,0.131130897237344,0.086440290777012,0.579386106207712,-0.199668062716045,-0.584884024798078,-0.378829469686931,-0.597137899283385,-0.541429976100673,-0.132601915171875,0.182926436193584,0.413588434239618,-0.619282494218419,1.2229553462956,1.28963444661472,0.209529980490912,-0.19979023194636,0.0803425266202041,7.7,0
160825.0,0.208757746094156,0.597887779662561,0.117824393859433,-0.770795090168406,0.751305731894619,-0.377899938315138,0.723686851176366,-0.110737154101524,0.127531860212958,-0.591756003542424,-1.98789127781328,-0.414755752132452,-0.0090260634560001,-0.0022190846981719,-0.144204027220106,0.346292848657798,-0.852585202782877,0.0198547126462231,0.134935290122375,-0.156047937577395,-0.019722870564383,0.0410417993728237,-0.200213283228956,-0.975331880479839,-0.298887452359197,0.429544779934506,0.0141100104752755,0.0254123367716678,1.0,0
58080.0,1.53310152483751,-0.362033087575429,-0.623637307023325,-0.9925500043681,-0.0774686153106355,-0.578501406883041,-0.14051140711528,-0.234334577299363,-0.924706624947587,0.670624339022271,-1.53188504930796,-1.38646021156656,-0.39427243817228,0.171068266933304,0.63366505064332,1.29059346435032,-0.0695213054124248,-1.3594047077596,1.32638661007115,0.0632416610977426,-0.244404540795021,-0.862413639496719,-0.0930529765015333,-1.04250037298151,0.612373095598764,-0.362231940888305,-0.0296142877103959,-0.0049074667602732,14.02,0
136048.0,2.03018635378095,0.234072167630274,-2.51466755893791,0.769865099839023,0.730889560874015,-0.943607634115495,0.242110803232143,-0.264767479786765,0.772215322141023,-1.07526954666514,-0.930031210845606,-0.346079029315028,-0.136533807215108,-2.67057944894769,-0.287145267002401,0.501847612986457,1.82010509583673,0.785467985660557,-0.0648949977139929,-0.0904250894281779,-0.0496014423642383,0.156223151004302,-0.150498150844859,-0.91259332478874,0.283439209256649,0.774544921379909,-0.0384090150750705,-0.0166439443550993,29.56,0
26406.0,-0.656052816909369,1.1080501208814,0.946603174929463,-0.281963635704452,1.11619855463054,-0.143991549260415,1.02147897366982,-0.151828017771983,-0.560855034320529,-0.581289155270206,-1.74221947858725,-0.153634282443937,0.915386678763881,-0.0237124279939069,0.339320589984209,0.539108845989069,-1.20995926660984,0.300735344749618,-0.312474764452522,-0.0914460685545479,0.0402919608221051,0.0946823660486867,-0.50832807262454,-0.990183839281192,0.504957625602825,-0.399148512425508,-0.0305766165737812,0.0827479945815653,12.0,0
72507.0,-0.253142158214391,0.488601141790962,1.57003600002437,-1.17057665768974,0.0904186944925044,-0.912052122389767,0.829123990488637,-0.242079579789036,0.0167577043399844,-0.656133029828853,0.0567203463125303,-0.148301620859928,-0.541257864973139,-0.0109352926252539,0.685307273269957,0.0492311504038686,-0.315678768909912,-0.968143444025274,-1.15498060719174,-0.121102542329272,-0.0276207800762756,0.033329238323322,-0.0257856651353753,0.443555065764625,-0.429234692018928,0.730790256954939,-0.208741918859123,-0.197575463600146,6.92,0
61485.0,0.98238835138375,-0.233278991453578,1.14072614054009,1.40164057021891,-0.802923419528105,0.243861984048605,-0.519456967576006,0.170646932381874,0.65917130611512,-0.166644043136925,-0.439300985705902,0.577158811116883,0.384760099361201,-0.276220834940646,0.810689648398341,-0.0128688018933108,-0.157709026414083,-0.269309731472496,-0.86917627355319,0.0023518279440146,0.198962435022456,0.632007005437931,-0.126539185923182,0.114827099267908,0.416488084501323,-0.22187383652287,0.0723984310537987,0.0459762414216068,78.75,0
162742.0,-0.580995671914872,0.752792096774297,2.05837258454349,-0.546555030509347,0.0756296971319483,0.0881100235571503,0.472455685602128,0.0783548068833523,0.280371914045105,-0.369356862786725,0.550116438574273,-0.100820574977058,-1.12427084346629,0.176416550725888,0.78804618908702,0.0884928939819347,-0.741182667981434,0.972484376940301,1.12930102376815,0.176715907739433,-0.195340280336816,-0.302635841276615,-0.362135526828726,-0.411727527421524,0.323543804977486,-0.667470989789133,0.181383921040766,-0.094764659602986,1.0,0
